"","radians","center","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","old_new","conf_resp.keys","conf_resp.rt","response","key_resp_2.keys","participant","recog_acc","in_out_resp","in_out_corr_resp","in_out_rt","fixation_prediction","fixation_error","trial_n","age","gender","handedness","location_error","age_group"
"5619","0.732264624090322","251.899159663866","341.899159663866","161.899159663866","high","41.9769529733306","maps/google_map_1.png","150.077793309465","objects/1/1_3.jpg","0.0","outdoors","Pig.jpg","old",6,1.51430699999992,49,"['return']",127,1,"outdoors",1,0.443556099999938,83.7763682740425,66.3014250354221,36,22,"m","r",7.0230470266694,"YA"
"6218","4.18673824839228","251.899159663866","341.899159663866","161.899159663866","low","240.004103411022","maps/google_map_1.png","11.8950562528431","objects/1/1_115.jpg","0.0","indoors","HairDryer.jpg","old",1,4.35686889999988,227,"['return']",127,0,"indoors",1,0.414999099999847,18.7532248711333,6.85816861828928,84,22,"m","r",13.004103411022,"YA"
"6419","2.57619293327575","341.899159663866","71.8991596638655","251.899159663866","high","147.679849678228","maps/google_map_1.png","165.780690014362","objects/1/1_52.jpg","0.0","indoors","Star.jpg","old",6,1.93983780000008,123,"['return']",127,1,"outdoors",0,3.08075060000002,53.0433764043307,112.737313610031,42,22,"m","r",24.679849678228,"YA"
"6918","3.49749222600499","341.899159663866","71.8991596638655","251.899159663866","high","200.493184930222","maps/google_map_1.png","141.405974733643","objects/1/1_125.jpg","0.0","outdoors","Door_Green.jpg","old",6,1.16342359999999,254,"['return']",127,1,"outdoors",1,0.730333500000057,16.9529148169009,158.358889550545,67,22,"m","r",53.506815069778,"YA"
"7120","6.12235608732057","341.899159663866","71.8991596638655","251.899159663866","low","350.963087808185","maps/google_map_1.png","9.06392814431969","objects/1/1_114.jpg","0.0","outdoors","Grenade.jpg","old",6,1.88121739999997,341,"['return']",127,1,"outdoors",1,1.81525679999973,26.280963114685,17.217034970366,91,22,"m","r",9.96308780818498,"YA"
"7426","5.4996988672171","251.899159663866","341.899159663866","161.899159663866","medium","315.269361814993","maps/google_map_1.png","63.3702021511272","objects/1/1_8.jpg","0.0","outdoors","Snake_Cobra.jpg","old",6,3.29666829999996,7,"['return']",127,1,"outdoors",1,1.09221329999983,3.46771744197684,59.9024847091501,90,22,"m","r",51.730638185007,"YA"
"7820","3.25564612597359","341.899159663866","71.8991596638655","251.899159663866","high","186.629395756448","maps/google_map_1.png","155.269763907418","objects/1/1_49.jpg","0.0","outdoors","Bird_Hen.jpg","old",6,0.812277399999857,41,"['return']",127,1,"outdoors",1,0.39977310000009,0.132182800518819,155.137581106899,99,22,"m","r",145.629395756448,"YA"
"8014","0.596336134453782","341.899159663866","161.899159663866","227.260504201681","singletons","34.1848739495798","maps/google_map_1.png","None","objects/1/1_59.jpg","0.0","outdoors","Hedgehog.jpg","old",6,2.09691079999993,321,"['return']",127,1,"outdoors",1,0.531757399999975,26.951727823183,79.2374421088968,40,22,"m","r",73.1848739495798,"YA"
"8222","4.37176757781648","251.899159663866","341.899159663866","161.899159663866","low","250.610880256996","maps/google_map_1.png","1.2882794068699","objects/1/1_32.jpg","0.0","indoors","Skirt_Long.jpg","old",6,2.34637310000016,262,"['return']",127,1,"outdoors",0,3.3230134999998,24.7655931618786,23.4773137550086,92,22,"m","r",11.389119743004,"YA"
"8424","5.12221661998133","341.899159663866","341.899159663866","305.697478991597","singletons","293.63025210084","maps/google_map_1.png","None","objects/1/1_75.jpg","0.0","outdoors","Horseshoe.jpg","old",6,1.58942620000016,312,"['return']",127,1,"outdoors",1,0.684624799999966,40.3029976170539,7.9659099459721,61,22,"m","r",18.36974789916,"YA"
"8619","6.12830083364794","341.899159663866","71.8991596638655","251.899159663866","low","351.303869444786","maps/google_map_1.png","9.40470978092062","objects/1/1_2.jpg","0.0","indoors","Teabag.jpg","old",6,2.02866999999969,38,"['return']",127,1,"indoors",1,0.55205550000008,0.172925990927638,9.23178378999239,28,22,"m","r",46.696130555214,"YA"
"9319","2.38043940943798","341.899159663866","71.8991596638655","251.899159663866","high","136.458310095171","maps/google_map_1.png","154.559150431305","objects/1/1_57.jpg","0.0","outdoors","Hat_Hard.jpg","old",6,0.847795399999995,83,"['return']",127,1,"outdoors",1,0.314143500000029,NA,NA,78,22,"m","r",53.458310095171,"YA"
"9519","0.818332649475352","251.899159663866","341.899159663866","161.899159663866","high","46.9107888234278","maps/google_map_1.png","155.011629159562","objects/1/1_40.jpg","0.0","outdoors","LicensePlate.jpg","old",6,2.38526219999994,33,"['return']",127,1,"outdoors",1,0.38005119999994,5.04703336246627,149.964595797096,46,22,"m","r",13.9107888234278,"YA"
"9917","6.14943344260393","341.899159663866","71.8991596638655","251.899159663866","low","352.515292888123","maps/google_map_1.png","10.6161332242578","objects/1/1_104.jpg","0.0","indoors","Desk_Office.jpg","old",6,0.829440099999829,39,"['return']",127,1,"indoors",1,0.66241329999994,11.6539548065489,22.2700880308059,35,22,"m","r",46.484707111877,"YA"
"10218","5.43669675562663","251.899159663866","341.899159663866","161.899159663866","medium","311.657775800253","maps/google_map_1.png","59.758616136387","objects/1/1_138.jpg","0.0","indoors","Napkin_Single.jpg","old",6,1.5202248999999,71,"['return']",127,1,"indoors",1,0.360532699999936,17.8221101270153,77.5807262634023,47,22,"m","r",119.342224199747,"YA"
"10724","4.33281886087768","251.899159663866","71.8991596638655","350.949579831933","singletons","248.378151260504","maps/google_map_1.png","None","objects/1/1_66.jpg","0.0","outdoors","Pickaxe.jpg","old",6,1.41590330000008,219,"['return']",127,1,"outdoors",1,0.352857300000011,80.1901631534876,83.7111715568495,87,22,"m","r",29.378151260504,"YA"
"10917","1.55437058235418","251.899159663866","341.899159663866","161.899159663866","high","89.104046122214","maps/google_map_1.png","162.795113541652","objects/1/1_39.jpg","0.0","indoors","Clip_Binder.jpg","old",6,1.49686629999997,1,"['return']",127,1,"indoors",1,0.505865099999852,16.2544658399713,146.540647701681,79,22,"m","r",88.104046122214,"YA"
"11216","0.0951210475762156","341.899159663866","71.8991596638655","251.899159663866","low","5.45279890564293","maps/google_map_1.png","23.5536392417774","objects/1/1_34.jpg","0.0","indoors","Ruler_Wooden.jpg","old",6,0.840815499999735,313,"['return']",127,1,"indoors",1,0.358473900000064,NA,NA,75,22,"m","r",52.4527989056429,"YA"
"11618","0.23541065606357","341.899159663866","71.8991596638655","251.899159663866","low","13.4948783730709","maps/google_map_1.png","31.5957187092054","objects/1/1_97.jpg","0.0","indoors","AirVent.jpg","old",6,4.72807149999971,2,"['return']",127,1,"indoors",1,1.42766610000004,7.09819082503344,38.6939095342384,10,22,"m","r",11.4948783730709,"YA"
"11917","5.38534920634921","341.899159663866","341.899159663866","206.142857142857","singletons","308.714285714286","maps/google_map_1.png","None","objects/1/1_68.jpg","0.0","indoors","Tortilla.jpg","old",6,3.59559249999984,281,"['return']",127,1,"indoors",1,0.281013499999887,136.700522498079,103.515648548499,92,22,"m","r",27.714285714286,"YA"
"12122","0.280617334453081","341.899159663866","71.8991596638655","251.899159663866","low","16.0863440132339","maps/google_map_1.png","34.1871843493684","objects/1/1_44.jpg","0.0","indoors","ProcessorFood_Old.jpg","old",6,1.61002049999979,23,"['return']",127,1,"indoors",1,0.374677400000024,9.85885919486009,24.3283251545078,49,22,"m","r",6.9136559867661,"YA"
"12417","3.75392717086835","341.899159663866","341.899159663866","260.44537815126","singletons","215.193277310924","maps/google_map_1.png","None","objects/1/1_35.jpg","0.0","outdoors","BoxTrailer.jpg","old",6,1.62219860000005,220,"['return']",127,1,"outdoors",1,0.51964650000005,76.2250870952354,157.069030551823,8,22,"m","r",4.806722689076,"YA"
"12720","0.134711238187464","341.899159663866","71.8991596638655","251.899159663866","low","7.72230027826225","maps/google_map_1.png","25.8231406143967","objects/1/1_108.jpg","0.0","indoors","Lipstick.jpg","old",6,1.66894189999994,22,"['return']",127,1,"indoors",1,0.627922299999824,45.2112476891611,19.3881070747648,94,22,"m","r",14.2776997217378,"YA"
"12921","5.92004968643831","341.899159663866","71.8991596638655","251.899159663866","low","339.365905592005","maps/google_map_1.png","2.53325407186068","objects/1/1_111.jpg","0.0","indoors","Hand.jpg","old",6,2.0357712,335,"['return']",127,1,"indoors",1,4.97689590000007,4.57384973578058,7.10710380764158,64,22,"m","r",4.36590559200499,"YA"
"13122","0.642449388116521","341.899159663866","71.8991596638655","251.899159663866","medium","36.8283088729216","maps/google_map_1.png","54.929149209056","objects/1/1_10.jpg","0.0","outdoors","Fish_Rockbass.jpg","old",6,1.52436039999975,275,"['return']",127,1,"outdoors",1,0.359431700000215,13.4410089548915,41.4881402541641,83,22,"m","r",121.828308872922,"YA"
"13322","4.91171055088702","251.899159663866","251.899159663866","185.025210084034","singletons","281.563025210084","maps/google_map_1.png","None","objects/1/1_117.jpg","0.0","outdoors","Kangaroo.jpg","old",6,1.03382220000003,219,"['return']",127,1,"outdoors",1,0.412633099999908,69.9592065090983,99.6230720553163,21,22,"m","r",62.563025210084,"YA"
"13522","1.85255409140039","251.899159663866","341.899159663866","161.899159663866","high","106.197368296838","maps/google_map_1.png","145.701791367028","objects/1/1_65.jpg","0.0","indoors","Mattress.jpg","old",6,1.24042959999997,243,"['return']",127,1,"indoors",1,0.348434299999923,1.52394878441339,144.177842582615,86,22,"m","r",136.802631703162,"YA"
"13825","0.272404460156259","251.899159663866","341.899159663866","161.899159663866","medium","15.6155423019512","maps/google_map_1.png","123.716382638086","objects/1/1_18.jpg","0.0","indoors","ChessPiece_Knight.jpg","old",6,1.50075099999958,37,"['return']",127,1,"indoors",1,0.308187799999956,146.96914796262,23.2527653245346,51,22,"m","r",21.3844576980488,"YA"
"14024","6.16438777861783","251.899159663866","341.899159663866","161.899159663866","medium","353.372547818856","maps/google_map_1.png","101.473388154991","objects/1/1_96.jpg","0.0","indoors","IroningBoard.jpg","old",6,1.34354859999985,337,"['return']",127,1,"indoors",1,0.425625799999722,19.2166769657316,120.690065120722,75,22,"m","r",16.372547818856,"YA"
"14416","0.679243250667506","341.899159663866","71.8991596638655","251.899159663866","medium","38.9375111847615","maps/google_map_1.png","57.038351520896","objects/1/1_86.jpg","0.0","outdoors","Light_Traffic.jpg","old",6,1.91466039999978,35,"['return']",127,1,"outdoors",1,0.407852100000042,62.5999473152803,5.56159579438474,45,22,"m","r",3.9375111847615,"YA"
"14618","2.00499374416789","341.899159663866","71.8991596638655","251.899159663866","medium","114.935947117904","maps/google_map_1.png","133.036787454039","objects/1/1_127.jpg","0.0","outdoors","FireHydrant.jpg","old",6,1.4078657,231,"['return']",127,1,"outdoors",1,0.445427500000079,9.09221617287523,142.129003626913,71,22,"m","r",116.064052882096,"YA"
"14814","2.96427592159148","341.899159663866","71.8991596638655","251.899159663866","high","169.926645186773","maps/google_map_1.png","171.972514477093","objects/1/1_63.jpg","0.0","indoors","Ashtray_Empty.jpg","old",6,2.04705979999972,107,"['return']",127,1,"outdoors",0,2.93477620000002,60.4235815033974,127.60390401951,55,22,"m","r",62.926645186773,"YA"
"15121","0.0174444444444444","341.899159663866","341.899159663866","55.3025210084034","singletons","1.0","maps/google_map_1.png","None","objects/1/1_133.jpg","0.0","indoors","Clip_Paper.jpg","old",6,1.46524679999948,15,"['return']",127,1,"indoors",1,0.419575400000014,16.2579478698615,35.3587882059955,56,22,"m","r",14,"YA"
"15322","5.64848179271709","251.899159663866","161.899159663866","341.899159663866","singletons","323.798319327731","maps/google_map_1.png","None","objects/1/1_41.jpg","0.0","indoors","FloppyDisk.jpg","old",6,1.8610905999999,51,"['return']",127,1,"indoors",1,0.451036999999957,94.9785958896284,166.877755553493,35,22,"m","r",87.201680672269,"YA"
"15523","5.72628021719162","341.899159663866","71.8991596638655","251.899159663866","low","328.25810162245","maps/google_map_1.png","13.6410580414159","objects/1/1_70.jpg","0.0","outdoors","Colosseum.jpg","old",6,1.68834139999944,291,"['return']",127,1,"outdoors",1,0.35741469999985,31.389373776606,45.030431818022,87,22,"m","r",37.25810162245,"YA"
"15723","1.3586945966365","341.899159663866","71.8991596638655","251.899159663866","medium","77.8869513995444","maps/google_map_1.png","95.9877917356789","objects/1/1_16.jpg","0.0","indoors","Qtip_Single.jpg","old",6,1.24111700000003,263,"['return']",127,1,"indoors",1,0.718524400000007,NA,NA,25,22,"m","r",174.886951399544,"YA"
"15928","1.86058419846363","341.899159663866","71.8991596638655","251.899159663866","medium","106.657692905558","maps/google_map_1.png","124.758533241693","objects/1/1_107.jpg","0.0","indoors","Cup_sippy.jpg","old",6,0.797153600000001,101,"['return']",127,1,"indoors",1,0.408310199999988,10.5267556037142,114.231777637978,58,22,"m","r",5.65769290555799,"YA"
"16222","3.64268785150908","251.899159663866","341.899159663866","161.899159663866","low","208.816501041922","maps/google_map_1.png","43.0826586219438","objects/1/1_7.jpg","0.0","indoors","Briefcase_Open.jpg","old",6,1.4101056999998,4,"['return']",127,1,"indoors",1,1.58226469999991,16.1490977573417,26.9335608646022,88,22,"m","r",155.183498958078,"YA"
"16415","4.0696862745098","251.899159663866","71.8991596638655","287.596638655462","singletons","233.294117647059","maps/google_map_1.png","None","objects/1/1_95.jpg","0.0","indoors","Arm.jpg","old",6,2.12328069999967,295,"['return']",127,1,"indoors",1,0.868014199999976,34.7883313269533,53.3933733437602,70,22,"m","r",61.705882352941,"YA"
"17020","4.77570732003586","251.899159663866","341.899159663866","161.899159663866","low","273.766661658106","maps/google_map_1.png","21.867501994241","objects/1/1_132.jpg","0.0","indoors","PanCooking.jpg","old",6,0.963475499999731,277,"['return']",127,1,"indoors",1,1.38610249999979,98.5035160995197,76.6360141052797,49,22,"m","r",3.23333834189401,"YA"
"17421","0.964721755368814","341.899159663866","161.899159663866","200.109243697479","singletons","55.3025210084034","maps/google_map_1.png","None","objects/1/1_50.jpg","0.0","outdoors","TowerEiffel.jpg","old",6,0.784787699999924,315,"['return']",127,1,"outdoors",1,1.47789919999994,NA,NA,52,22,"m","r",100.302521008403,"YA"
"17720","4.633859294964","251.899159663866","341.899159663866","161.899159663866","low","265.635246208128","maps/google_map_1.png","13.736086544262","objects/1/1_102.jpg","0.0","outdoors","Stingray.jpg","old",1,1.09014200000001,41,"['return']",127,0,"indoors",0,6.07577829999983,26.3564073954405,40.0924939397026,23,22,"m","r",135.364753791872,"YA"
"18118","5.96424089635854","341.899159663866","161.899159663866","169.941176470588","singletons","341.899159663866","maps/google_map_1.png","None","objects/1/1_118.jpg","0.0","outdoors","DogHouse.jpg","old",6,1.00540089999959,89,"['return']",127,1,"outdoors",1,0.556865499999986,NA,NA,23,22,"m","r",107.100840336134,"YA"
"18721","5.80263920616025","251.899159663866","341.899159663866","161.899159663866","medium","332.635368506001","maps/google_map_1.png","80.7362088421359","objects/1/1_103.jpg","0.0","outdoors","Stone_Spa.jpg","old",6,1.07137409999996,339,"['return']",127,1,"outdoors",1,1.20703279999989,48.2800592826287,129.016268124764,32,22,"m","r",6.36463149399901,"YA"
"18916","6.01339642112042","251.899159663866","341.899159663866","161.899159663866","medium","344.716992293528","maps/google_map_1.png","92.817832629662","objects/1/1_122.jpg","0.0","outdoors","LeafBlower.jpg","old",6,5.04547709999952,21,"['return']",127,1,"outdoors",1,0.444712299999907,39.2329460403881,53.5848865892739,72,22,"m","r",36.283007706472,"YA"
"19229","1.81208952737406","251.899159663866","341.899159663866","161.899159663866","high","103.87774360743","maps/google_map_1.png","148.021416056436","objects/1/1_21.jpg","0.0","outdoors","Cow.jpg","old",6,1.06661660000009,119,"['return']",127,1,"outdoors",1,0.37629409999991,18.0400131093634,166.061429165799,93,22,"m","r",15.12225639257,"YA"
"19423","5.80999118283989","251.899159663866","341.899159663866","161.899159663866","medium","333.056819398465","maps/google_map_1.png","81.1576597345992","objects/1/1_11.jpg","0.0","indoors","Licorice.jpg","old",6,1.65212919999976,345,"['return']",127,1,"outdoors",0,0.753000200000002,27.7835315917362,108.941191326335,33,22,"m","r",11.943180601535,"YA"
"19814","3.00952574497686","341.899159663866","71.8991596638655","251.899159663866","high","172.520584106954","maps/google_map_1.png","169.378575556912","objects/1/1_6.jpg","0.0","outdoors","Bird_Parrot.jpg","old",6,0.763285399999859,160,"['return']",127,1,"outdoors",1,0.446337500000055,28.4900653874882,162.1313590556,36,22,"m","r",12.520584106954,"YA"
"20224","0.491083099906629","251.899159663866","71.8991596638655","64.3529411764706","singletons","28.1512605042017","maps/google_map_1.png","None","objects/1/1_19.jpg","0.0","outdoors","Birdhouse.jpg","old",6,1.49009599999999,237,"['return']",127,1,"outdoors",1,0.489907199999976,NA,NA,53,22,"m","r",151.151260504202,"YA"
"20520","2.01725210084034","341.899159663866","341.899159663866","58.3193277310924","singletons","115.638655462185","maps/google_map_1.png","None","objects/1/1_74.jpg","0.0","outdoors","Glove_Baseball.jpg","old",6,0.895660599999701,109,"['return']",127,1,"outdoors",1,0.363130200000029,3.98340189254606,137.722897690865,48,22,"m","r",6.638655462185,"YA"
"20720","1.04675650528997","341.899159663866","71.8991596638655","251.899159663866","medium","60.0051499847753","maps/google_map_1.png","78.1059903209098","objects/1/1_141.jpg","0.0","outdoors","Owl.jpg","old",6,1.06403369999953,133,"['return']",127,1,"outdoors",1,1.03378690000002,4.42234290111509,82.5283332220244,39,22,"m","r",72.9948500152247,"YA"
"21016","4.83009836482446","251.899159663866","341.899159663866","161.899159663866","low","276.884619639619","maps/google_map_1.png","24.9854599757532","objects/1/1_9.jpg","0.0","indoors","Perfume.jpg","old",6,0.884880399999929,281,"['return']",127,1,"indoors",1,0.501018699999946,NA,NA,26,22,"m","r",4.11538036038098,"YA"
"21219","2.05754639463398","341.899159663866","71.8991596638655","251.899159663866","high","117.948519437617","maps/google_map_1.png","136.049359773751","objects/1/1_26.jpg","0.0","indoors","Razor.jpg","old",6,0.839602799999739,131,"['return']",127,1,"indoors",1,2.92912740000011,NA,NA,24,22,"m","r",13.051480562383,"YA"
"21417","6.26750640872067","251.899159663866","341.899159663866","161.899159663866","medium","359.283806869337","maps/google_map_1.png","107.384647205472","objects/1/1_100.jpg","0.0","indoors","Pasta_Macaroni.jpg","old",6,0.900809499999923,279,"['return']",127,1,"indoors",1,0.30679980000005,25.5282843386755,81.8563628667955,41,22,"m","r",80.283806869337,"YA"
"21620","5.6602362970001","341.899159663866","71.8991596638655","251.899159663866","low","324.472144414018","maps/google_map_1.png","17.4270152498472","objects/1/1_23.jpg","0.0","indoors","Stethoscope.jpg","old",6,0.790603100000226,203,"['return']",127,1,"indoors",1,0.542274300000059,3.18918527154966,20.6162005213977,13,22,"m","r",121.472144414018,"YA"
"21924","3.80655368814192","251.899159663866","71.8991596638655","200.109243697479","singletons","218.210084033613","maps/google_map_1.png","None","objects/1/1_87.jpg","0.0","indoors","Clock_Digital.jpg","old",6,0.765019699999812,137,"['return']",127,1,"indoors",1,0.299736099999706,NA,NA,76,22,"m","r",81.210084033613,"YA"
"22119","3.47518746257084","251.899159663866","341.899159663866","161.899159663866","low","199.214567918074","maps/google_map_1.png","52.6845917457917","objects/1/1_83.jpg","0.0","outdoors","Swing_Child.jpg","old",2,3.01469520000001,91,"['return']",127,0,"outdoors",1,0.394703299999861,2.27321863955655,54.9578103853485,6,22,"m","r",108.214567918074,"YA"
"22321","2.10143143312905","341.899159663866","71.8991596638655","251.899159663866","high","120.464222281283","maps/google_map_1.png","138.565062617417","objects/1/1_110.jpg","0.0","indoors","Belt.jpg","old",6,2.06151619999991,19,"['return']",127,1,"indoors",1,5.67084170000001,15.0790833281185,153.644145945536,85,22,"m","r",101.464222281283,"YA"
"22516","5.41321640948664","251.899159663866","341.899159663866","161.899159663866","medium","310.311768696686","maps/google_map_1.png","58.4126090328209","objects/1/1_76.jpg","0.0","outdoors","Dragonfly.jpg","old",6,1.27840560000004,292,"['return']",127,1,"outdoors",1,0.350191799999862,NA,NA,78,22,"m","r",18.311768696686,"YA"
"23221","0.491083099906629","251.899159663866","251.899159663866","1.0","singletons","28.1512605042017","maps/google_map_1.png","None","objects/1/1_48.jpg","0.0","indoors","Corkscrew.jpg","old",1,2.14953709999963,94,"['return']",127,0,"indoors",1,0.51966199999984,31.1464773990826,105.105623441253,8,22,"m","r",65.8487394957983,"YA"
"23525","6.03078370731415","341.899159663866","71.8991596638655","251.899159663866","low","345.713715705907","maps/google_map_1.png","3.8145560420414","objects/1/1_129.jpg","0.0","outdoors","LifeJacket_BlueYellow.jpg","old",6,3.35332059999973,19,"['return']",127,1,"outdoors",1,0.468713500000064,3.0639009118749,0.750655130166137,26,22,"m","r",33.286284294093,"YA"
"23719","5.12221661998133","341.899159663866","251.899159663866","94.5210084033613","singletons","293.63025210084","maps/google_map_1.png","None","objects/1/1_120.jpg","0.0","outdoors","Hose_Garden.jpg","old",6,1.0246517999999,106,"['return']",127,1,"outdoors",1,0.322199899999902,12.4915721023847,60.7604796654107,97,22,"m","r",172.36974789916,"YA"
"24123","4.00764841652039","251.899159663866","341.899159663866","161.899159663866","low","229.737807316455","maps/google_map_1.png","22.1613523474102","objects/1/1_84.jpg","0.0","outdoors","Spider.jpg","old",6,0.842677600000115,38,"['return']",127,1,"outdoors",1,0.543166699999716,16.6901717833723,5.47118056403866,22,22,"m","r",168.262192683545,"YA"
"24718","3.33291503267974","251.899159663866","161.899159663866","344.915966386555","singletons","191.058823529412","maps/google_map_1.png","None","objects/1/1_142.jpg","0.0","outdoors","Cannon.jpg","old",6,0.788435699999809,173,"['return']",127,1,"outdoors",1,0.369178299999845,NA,NA,58,22,"m","r",18.058823529412,"YA"
"25116","5.440018968183","251.899159663866","341.899159663866","161.899159663866","medium","311.848221106032","maps/google_map_1.png","59.9490614421665","objects/1/1_62.jpg","0.0","indoors","RecorderCassette.jpg","old",6,0.915323799999896,6,"['return']",127,1,"indoors",1,0.551119599999907,7.06651876022573,67.0155802023917,69,22,"m","r",54.151778893968,"YA"
"25520","2.19989076233135","341.899159663866","71.8991596638655","251.899159663866","high","126.108387649568","maps/google_map_1.png","144.209227985702","objects/1/1_136.jpg","0.0","outdoors","Bus_School.jpg","old",6,0.756504199999654,129,"['return']",127,1,"outdoors",1,0.529149500000045,21.6880173511435,122.521210634559,30,22,"m","r",2.891612350432,"YA"
"25719","0.693611805242409","251.899159663866","341.899159663866","161.899159663866","high","39.7611862877814","maps/google_map_1.png","147.862026623916","objects/1/1_69.jpg","0.0","indoors","Oven.jpg","old",6,0.813454099999944,22,"['return']",127,1,"indoors",1,0.317184699999785,25.9088353026748,121.953191321241,50,22,"m","r",17.7611862877814,"YA"
"26022","4.14104177891245","251.899159663866","341.899159663866","161.899159663866","low","237.384560574599","maps/google_map_1.png","14.5145990892667","objects/1/1_38.jpg","0.0","outdoors","Statue_Man.jpg","old",2,2.35201509999979,297,"['return']",127,0,"outdoors",1,1.03492619999989,18.6542306611264,4.13963157185941,19,22,"m","r",59.615439425401,"YA"
"26225","0.247843264051636","251.899159663866","341.899159663866","161.899159663866","medium","14.2075756462721","maps/google_map_1.png","122.308415982407","objects/1/1_140.jpg","0.0","outdoors","Outhouse.jpg","old",6,2.31235980000019,193,"['return']",127,1,"outdoors",1,0.438451399999991,24.0873573468425,146.395773329249,28,22,"m","r",178.792424353728,"YA"
"26621","4.9643370681606","251.899159663866","71.8991596638655","136.756302521008","singletons","284.579831932773","maps/google_map_1.png","None","objects/1/1_124.jpg","0.0","indoors","GranolaBar.jpg","old",6,3.31034270000009,351,"['return']",127,1,"indoors",1,2.26565780000001,NA,NA,44,22,"m","r",66.420168067227,"YA"
"26817","3.99481448362579","251.899159663866","341.899159663866","161.899159663866","low","229.002104156893","maps/google_map_1.png","22.897055506973","objects/1/1_33.jpg","0.0","indoors","Mop.jpg","old",6,0.861248799999885,295,"['return']",127,1,"indoors",1,0.448007899999908,NA,NA,81,22,"m","r",65.997895843107,"YA"
"27127","0.135066056572649","341.899159663866","71.8991596638655","251.899159663866","low","7.74264018569325","maps/google_map_1.png","25.8434805218277","objects/1/1_37.jpg","0.0","indoors","SmokeDetector.jpg","old",6,2.28533539999989,303,"['return']",127,1,"indoors",1,0.83488980000007,NA,NA,2,22,"m","r",64.7426401856932,"YA"
"27415","6.22737348272642","251.899159663866","251.899159663866","172.957983193277","singletons","356.983193277311","maps/google_map_1.png","None","objects/1/1_15.jpg","0.0","indoors","Toy_Lion.jpg","old",6,1.01252529999965,20,"['return']",127,1,"indoors",1,5.00089709999989,85.4479131558612,169.468053230694,85,22,"m","r",23.016806722689,"YA"
"27617","1.31024974994028","341.899159663866","71.8991596638655","251.899159663866","medium","75.1098582768312","maps/google_map_1.png","93.2106986129656","objects/1/1_109.jpg","0.0","outdoors","Camel_Dromedary.jpg","old",6,0.921347399999831,66,"['return']",127,1,"outdoors",1,0.505046500000077,37.3699941746018,130.580692787567,44,22,"m","r",9.1098582768312,"YA"
"27824","5.85898786181139","251.899159663866","251.899159663866","293.63025210084","singletons","335.865546218487","maps/google_map_1.png","None","objects/1/1_85.jpg","0.0","outdoors","Panda.jpg","old",6,0.851166299999932,10,"['return']",127,1,"outdoors",1,0.496135899999814,106.615435829007,22.6490492743862,80,22,"m","r",34.134453781513,"YA"
"28123","5.75599854216643","341.899159663866","71.8991596638655","251.899159663866","low","329.961699869413","maps/google_map_1.png","11.9374597944526","objects/1/1_36.jpg","0.0","outdoors","Flower_Daisy.jpg","old",6,0.784526199999618,325,"['return']",127,1,"outdoors",1,0.587171900000072,8.67153272771486,20.6089925221679,34,22,"m","r",4.961699869413,"YA"
"28514","1.11053681057777","251.899159663866","341.899159663866","161.899159663866","high","63.6613458292989","maps/google_map_1.png","171.762186165433","objects/1/1_4.jpg","0.0","indoors","Knee.jpg","old",6,0.744957699999759,323,"['return']",127,1,"outdoors",0,4.87432779999986,111.839939224961,76.3978746096064,52,22,"m","r",100.661345829299,"YA"
"28816","5.3755641270463","341.899159663866","71.8991596638655","251.899159663866","low","308.15335760138","maps/google_map_1.png","33.7458020624853","objects/1/1_25.jpg","0.0","indoors","Broom_Short.jpg","old",6,0.794780699999592,357,"['return']",127,1,"outdoors",0,0.872292799999997,9.03355400218783,42.7793560646738,32,22,"m","r",48.84664239862,"YA"
"29014","1.76813544527294","341.899159663866","71.8991596638655","251.899159663866","medium","101.358082850041","maps/google_map_1.png","119.458923186176","objects/1/1_79.jpg","0.0","indoors","Pencil.jpg","old",6,0.905592999999499,96,"['return']",127,1,"indoors",1,0.372689900000097,NA,NA,29,22,"m","r",5.358082850041,"YA"
"29414","0.621679214524494","251.899159663866","341.899159663866","161.899159663866","high","35.6376619791111","maps/google_map_1.png","143.738502315246","objects/1/1_119.jpg","0.0","outdoors","Archery_ArrowsBows.jpg","old",6,0.799277900000106,92,"['return']",127,1,"outdoors",1,0.611269299999918,12.2156088465272,155.954111161772,25,22,"m","r",56.3623380208889,"YA"
"29718","0.150523857676592","341.899159663866","71.8991596638655","251.899159663866","low","8.62875617254347","maps/google_map_1.png","26.7295965086779","objects/1/1_30.jpg","0.0","outdoors","Dolphine.jpg","old",1,2.98851130000003,241,"['return']",127,0,"outdoors",1,0.357791000000049,35.3541814400691,62.0837779487466,69,22,"m","r",127.628756172543,"YA"
"29922","5.80636134453782","341.899159663866","161.899159663866","182.008403361345","singletons","332.848739495798","maps/google_map_1.png","None","objects/1/1_1.jpg","0.0","indoors","Bottle_Oil.jpg","old",6,0.87086969999973,36,"['return']",127,1,"indoors",1,0.472169400000013,NA,NA,37,22,"m","r",63.151260504202,"YA"
"30121","0.676917554856201","251.899159663866","341.899159663866","161.899159663866","high","38.8041910427121","maps/google_map_1.png","146.905031378847","objects/1/1_61.jpg","0.0","indoors","ServiceBell.jpg","old",6,0.874252600000091,263,"['return']",127,1,"indoors",1,0.576589599999721,22.7545355480516,169.659566926898,39,22,"m","r",135.804191042712,"YA"
